Date, Race, Distance, Ascent, Venue, Country, Region, Distance (mil), Climb (m), Gmap, Web
Sat 15th Jul 2017 at 15:00,Ingleborough,11km / 6.8m,600m / 1968ft,Community Centre Sports Field Ingleton LA6 3HG,England,York. Dales,6.8,600,Community Centre Sports Field Ingleton LA6 3HG,http://fellrunner.org.uk/races.php?id=4962 
Sat 10th Jun 2017 at 10:30,Alwinton 3 Tops,24km / 14.9m,750m / 2461ft,Alwinton Rothbury Northumberland,England,Northumberland / Durham,14.9,750,55.351561 -2.124567,http://fellrunner.org.uk/races.php?id=4963 
Fri 14th Jul 2017 at 19:00,Sedbergh Sports,5.6km / 3.5m,400m / 1312ft,Sedbergh sports field 1km from Sedbergh on A683,England,York. Dales,3.5,400,Sedbergh sports field 1km from Sedbergh on A683,http://fellrunner.org.uk/races.php?id=4964 
Sun 14th May 2017 at 14:00,Great Whernside Uphill Only,3.25km / 2m,475m / 1558ft,Scabbate Gate Kettlewell BD23 5RH,England,York. Dales,2.0,475,Scabbate Gate Kettlewell BD23 5RH,http://fellrunner.org.uk/races.php?id=4965 
Sun 14th May 2017 at 12:00,Great Whernside Junior Uphill Championships,3.25km / 2m,475m / 1558ft,Scabbate Gate Kettlewell BD23 5RH,England,York. Dales,2.0,475,Scabbate Gate Kettlewell BD23 5RH,http://fellrunner.org.uk/races.php?id=4966 
Sat 24th Jun 2017 at 15:15,Eldwick Gala,4.8km / 3m,168m / 551ft,Eldwick Memorial Hall BD16 3EQ,England,South/West Pennines,3.0,168,Eldwick Memorial Hall BD16 3EQ,http://fellrunner.org.uk/races.php?id=4967 
Sun 5th Nov 2017 at 10:30,Cop Hill,11.3km / 7m,274m / 899ft,Meltham Sports & Community Centre HD9  5QT,England,South/West Pennines,7.0,274,Meltham Sports & Community Centre HD9  5QT,http://fellrunner.org.uk/races.php?id=4968 
Sat 17th Jun 2017 at 15:00,Darren Jones Clougha Pike,7.9km / 4.9m,400m / 1312ft,Quernmore Village Crossroads Lancaster LA2 9EH,England,Bowland/NW Lancs.,4.9,400,54.025661 -2.734193,http://fellrunner.org.uk/races.php?id=4969 
Sat 1st Jul 2017 at 14:30,Charmouth Challenge,12.4km / 7.7m,580m / 1903ft,Charmouth Primary School Lower Sea Lane Charmouth Dorset DT6 6LR,England,South West,7.7,580,50.734904 -2.902600,http://fellrunner.org.uk/races.php?id=4970 
Wed 7th Jun 2017 at 19:30,Calver Peak,8km / 5m,275m / 902ft,Derwentwater Arms carpark Calver Village Bakewell S32 3XQ,England,Peak District,5.0,275,Derwentwater Arms carpark Calver Village Bakewell S32 3XQ,http://fellrunner.org.uk/races.php?id=4971 
Sat 3rd Jun 2017 at 14:45,Wincle Trout,9.5km / 5.9m,320m / 1050ft,Burnt House Farm Wincle SK11 0QJ,England,Peak District,5.9,320,53.193792 -2.050846,http://fellrunner.org.uk/races.php?id=4972 
Tue 6th Jun 2017 at 19:15,Y Garn,4km / 2.5m,410m / 1345ft,Rhyd Ddu car park Beddgelert,Wales,Wales,2.5,410,Rhyd Ddu car park Beddgelert,http://fellrunner.org.uk/races.php?id=4973 
Tue 2nd May 2017 at 19:15,Pen Dinas,3.5km / 2.2m,446m / 1463ft,Vaynol Arms Nant Peris,Wales,Wales,2.2,446,Vaynol Arms Nant Peris,http://fellrunner.org.uk/races.php?id=4974 
Tue 30th May 2017 at 19:15,Pen 3 Hills,4.7km / 2.9m,489m / 1604ft,Graiglwyd Kennels Penmaenmawr,Wales,Wales,2.9,489,Graiglwyd Kennels Penmaenmawr,http://fellrunner.org.uk/races.php?id=4975 
Tue 20th Jun 2017 at 19:00,Llanberis,3.1km / 1.9m,192m / 630ft,Heights Hotel Llanberis,Wales,Wales,1.9,192,Heights Hotel Llanberis,http://fellrunner.org.uk/races.php?id=4976 
Tue 9th May 2017 at 19:15,Moel Y Gest,5.9km / 3.7m,349m / 1145ft,Tyddyn Llwyn Caravan site Borth y Gest Porthmadog,Wales,Wales,3.7,349,Tyddyn Llwyn Caravan site Borth y Gest Porthmadog,http://fellrunner.org.uk/races.php?id=4977 
Sat 25th Mar 2017,Llantysilio,9.9km / 6.2m,640m / 2100ft,Sun Inn on B5103 Rhewl Llangollen  179448,Wales,Wales,6.2,640,Sun Inn on B5103 Rhewl Llangollen  179448,http://fellrunner.org.uk/races.php?id=4978 
Tue 23rd May 2017 at 19:00,Great Orme,6.5km / 4m,378m / 1240ft,Ski Centre Great Orme Llandudno LL30 2QL,Wales,Wales,4.0,378,Ski Centre Great Orme Llandudno LL30 2QL,http://fellrunner.org.uk/races.php?id=4979 
Sat 20th May 2017,Y Gader ( Cader Idris),16.2km / 10.1m,915m / 3002ft,Free Library Eldon Square Dolgellau LL40 1PS,Wales,Wales,10.1,915,Free Library Eldon Square Dolgellau LL40 1PS,http://fellrunner.org.uk/races.php?id=4980 
Tue 16th May 2017 at 19:15,Aber Classic,7.2km / 4.5m,391m / 1283ft,Caffi Hen Felin Abergwyngregyn,Wales,Wales,4.5,391,Caffi Hen Felin Abergwyngregyn,http://fellrunner.org.uk/races.php?id=4981 
Sat 6th May 2017,Steam Bunny Stomp,11km / 6.8m,447m / 1467ft,Mountain Rd Penyrheol Pontypool NP4 5XS ST28259906,Wales,Wales,6.8,447,Mountain Rd Penyrheol Pontypool NP4 5XS ST28259906,http://fellrunner.org.uk/races.php?id=4982 
Sat 27th May 2017,Isle Of Jura,28km / 17.4m,2370m / 7775ft,Craighouse Isle of Jura  527670,Scotland,Scotland,17.4,2370,Craighouse Isle of Jura  527670,http://fellrunner.org.uk/races.php?id=4983 
Wed 16th Aug 2017 at 19:00,Round Latrigg,8.8km / 5.5m,244m / 801ft,Cricket Club Fitz Park Keswick,England,Lake District,5.5,244,Cricket Club Fitz Park Keswick,http://fellrunner.org.uk/races.php?id=4985 
Sun 19th Feb 2017 at 09:30,New Chew,Unknown,Unknown,Dovestones Sailing Club Greenfield Saddleworth,England,Peak District,0.0,0,53.526379 -1.981858,http://fellrunner.org.uk/races.php?id=4986 
Sun 5th Mar 2017 at 11:00,Postponed - Ian Roberts Memorial,10.3km / 6.4m,260m / 853ft,Marsden Cricket Club Marsden HD7 6NN,England,South/West Pennines,6.4,260,Marsden Cricket Club Marsden HD7 6NN,http://fellrunner.org.uk/races.php?id=4988 
Sun 17th Sep 2017 at 14:00,Dale Head,7.3km / 4.5m,675m / 2215ft,Showfield adjacent to Borrowdale Institute at Rosthwaite,England,Lake District,4.5,675,Showfield adjacent to Borrowdale Institute at Rosthwaite,http://fellrunner.org.uk/races.php?id=4989 
Sat 22nd Jul 2017 at 11:30,Bingley Show,10.6km / 6.6m,304m / 997ft,Myrtle Park Bingley,England,South/West Pennines,6.6,304,Myrtle Park Bingley,http://fellrunner.org.uk/races.php?id=4990 
Sat 18th Feb 2017 at 13:00,Bleasdale Circle,8km / 5m,381m / 1250ft,Bleasdale Parish Hall PR3 1UY,England,Bowland/NW Lancs.,5.0,381,53.902116 -2.649839,http://fellrunner.org.uk/races.php?id=4991 
Sun 15th Jan 2017 at 08:30,Trigger,32km / 19.9m,1650m / 5413ft,Marsden Cricket Club HD7 6NN,England,Peak District,19.9,1650,53.591975 -1.934997,http://fellrunner.org.uk/races.php?id=4992 
Tue 1st Aug 2017 at 19:30,Burbage Skyline,9.3km / 5.8m,366m / 1201ft,Fox House Inn,England,Peak District,5.8,366,Fox House Inn,http://fellrunner.org.uk/races.php?id=4993 
Sat 18th Feb 2017 at 11:30,Flower Scar,13.3km / 8.3m,660m / 2165ft,Todmorden Cricket Club Burnley Road Todmorden OL14 7BS,England,South/West Pennines,8.3,660,Todmorden Cricket Club Burnley Road Todmorden OL14 7BS,http://fellrunner.org.uk/races.php?id=4994 
Sun 23rd Apr 2017 at 11:00,Mynd Dragon,9.2km / 5.7m,850m / 2789ft,Little stretton Village Hall  SY6 6RE,England,Shropshire/Welsh Borders,5.7,850,Little stretton Village Hall  SY6 6RE,http://fellrunner.org.uk/races.php?id=4995 
Wed 31st May 2017 at 19:30,41st Otley Chevin,4.5km / 2.8m,210m / 689ft,Station Road Otley LS21 3HZ,England,York. Dales,2.8,210,53.902594 -1.695574,http://fellrunner.org.uk/races.php?id=4996 
Wed 7th Jun 2017 at 19:15,Ossy Oiks,8.5km / 5.3m,525m / 1722ft,Outside Church Arncliffe Wood Ingleby Cross Stokesley N Yorks,England,North York Moors,5.3,525,Outside Church Arncliffe Wood Ingleby Cross Stokesley N Yorks,http://fellrunner.org.uk/races.php?id=4997 
Sat 3rd Jun 2017 at 15:00,Pen Y Ghent,9.5km / 5.9m,564m / 1850ft,Horton in Ribblesdale playing field,England,York. Dales,5.9,564,Horton in Ribblesdale playing field,http://fellrunner.org.uk/races.php?id=4998 
Wed 23rd Aug 2017 at 19:00,Ragleth Inn,6.4km / 4m,490m / 1608ft,Ragleth Inn  SY6 6RE,England,Shropshire/Welsh Borders,4.0,490,Ragleth Inn  SY6 6RE,http://fellrunner.org.uk/races.php?id=4999 
Tue 4th Jul 2017 at 19:30,Saltwell Harriers,9km / 5.6m,300m / 984ft,On B6278 two miles north of Stanhope Co Durham,England,Northumberland / Durham,5.6,300,On B6278 two miles north of Stanhope Co Durham,http://fellrunner.org.uk/races.php?id=5000 
Tue 22nd Aug 2017 at 19:00,Shipman Knotts,6km / 3.7m,400m / 1312ft,Maggs Howe Kentmere,England,Lake District,3.7,400,Maggs Howe Kentmere,http://fellrunner.org.uk/races.php?id=5001 
Wed 3rd May 2017 at 19:00,Tiger's Todger,9.6km / 6m,259m / 850ft,Sheffield Tigers RUFC S17 3AB,England,Peak District,6.0,259,Sheffield Tigers RUFC S17 3AB,http://fellrunner.org.uk/races.php?id=5002 
Sat 11th Feb 2017 at 18:00,Wild Night Run,16km / 9.9m,362m / 1188ft,South Brent Village Hall TQ10 9AQ,England,South West,9.9,362,South Brent Village Hall TQ10 9AQ,http://fellrunner.org.uk/races.php?id=5003 
Sun 10th Sep 2017 at 10:00,Yorkshireman Off Road Marathon,42km / 26.1m,1000m / 3281ft,Haworth Primary School,England,South/West Pennines,26.1,1000,Haworth Primary School,http://fellrunner.org.uk/races.php?id=5004 
Mon 28th Aug 2017 at 14:00,Barrow,6.5km / 4m,435m / 1427ft,Showfield Braithwaite Keswick,England,Lake District,4.0,435,54.602708 -3.181095,http://fellrunner.org.uk/races.php?id=5005 
Sat 16th Sep 2017 at 13:00,Cross Keys Road & Fell Relay,Unknown,Unknown,Cross Keys Inn Church Rd Uppermill,England,South/West Pennines,0.0,0,53.552446 -1.989394,http://fellrunner.org.uk/races.php?id=5006 
Sat 14th Oct 2017 at 11:00,Kate Burge From Sea To Summit,10.3km / 6.4m,950m / 3117ft,Laxey Promenade Isle of Man IM4 7DF,England,Isle of Man,6.4,950,Laxey Promenade Isle of Man IM4 7DF,http://fellrunner.org.uk/races.php?id=5007 
Sat 13th May 2017 at 12:00,Fairfield Horseshoe,14.5km / 9m,914m / 2999ft,Rydal Hall Ambleside,England,Lake District,9.0,914,54.448143 -2.977695,http://fellrunner.org.uk/races.php?id=5008 
Sun 5th Mar 2017 at 11:00,Cloud Nine,14.5km / 9m,381m / 1250ft,Brunswick Wharf Congleton CW12 1RG,England,Peak District,9.0,381,53.167560 -2.203393,http://fellrunner.org.uk/races.php?id=5009 
Sat 25th Mar 2017 at 14:00,Causey Pike,7.2km / 4.5m,543m / 1781ft,Stair Village Hall Newlands Valley Keswick,England,Lake District,4.5,543,Stair Village Hall Newlands Valley Keswick,http://fellrunner.org.uk/races.php?id=5010 
Sat 12th Aug 2017 at 11:00,Maesgwm Muddle,14km / 8.7m,850m / 2789ft,Heights Hotel Llanberis,Wales,Wales,8.7,850,Heights Hotel Llanberis,http://fellrunner.org.uk/races.php?id=5011 
Sat 23rd Sep 2017,N Wales Junior Mountain Running Champs.,Unknown,Unknown,Summit Cafe Great Orme Llandudno,Wales,Wales,0.0,0,Summit Cafe Great Orme Llandudno,http://fellrunner.org.uk/races.php?id=5012 
Thu 24th Aug 2017,Tryfan Downhill Dash,1km / 0.6m,-680m / -2231ft,Car park on A5 at foot of Tryfan Bethesda 663603,Wales,Wales,0.6,0,Car park on A5 at foot of Tryfan Bethesda 663603,http://fellrunner.org.uk/races.php?id=5013 
Sat 15th Apr 2017,Fron Four,11.4km / 7.1m,716m / 2349ft,Fron school Caernarfon 505548,Wales,Wales,7.1,716,Fron school Caernarfon 505548,http://fellrunner.org.uk/races.php?id=5014 
Sat 6th May 2017 at 13:00,Stuc A' Chroin 5000,22km / 13.7m,1524m / 5000ft,Strathyre Perthshire FK18 8NA,Scotland,Scotland,13.7,1524,56.325252 -4.328621,http://fellrunner.org.uk/races.php?id=5015 
Sun 3rd Sep 2017 at 11:00,Shelf Moor,9.1km / 5.7m,457m / 1499ft,Scout Hut Old Glossop,England,Peak District,5.7,457,53.450861 -1.938222,http://fellrunner.org.uk/races.php?id=5016 
Sat 25th Nov 2017 at 11:00,Kirkby Moor,10.5km / 6.5m,490m / 1608ft,Beckside Village Hall Kirkby in Furness Cumbria,England,Lake District,6.5,490,54.230680 -3.175044,http://fellrunner.org.uk/races.php?id=5017 
Mon 28th Aug 2017 at 16:30,Hebden Open,2.5km / 1.6m,120m / 394ft,Powder House Field Hebden BD23 5DE,England,York. Dales,1.6,120,Powder House Field Hebden BD23 5DE,http://fellrunner.org.uk/races.php?id=5018 
Sat 25th Mar 2017 at 13:00,Boulsworth Bog,13.2km / 8.2m,425m / 1394ft,Wycoller Country Park Hall BB8 8SY,England,South/West Pennines,8.2,425,Wycoller Country Park Hall BB8 8SY,http://fellrunner.org.uk/races.php?id=5019 
Tue 25th Apr 2017 at 19:00,Masson Hill,6.5km / 4m,340m / 1115ft,Matlock Bath Holy Trinity C of E School,England,Peak District,4.0,340,53.116593 -1.562194,http://fellrunner.org.uk/races.php?id=5020 
Thu 20th Jul 2017 at 19:30,Sheldon,6.4km / 4m,162m / 531ft,Outside Cock & Pullet Main St Sheldon Bakewell DE45 1QS,England,Peak District,4.0,162,Outside Cock & Pullet Main St Sheldon Bakewell DE45 1QS,http://fellrunner.org.uk/races.php?id=5021 
Sun 2nd Jul 2017 at 11:00,Great Hucklow,10km / 6.2m,340m / 1115ft,Great Hucklow Primary School SK17 8RG,England,Peak District,6.2,340,53.300473 -1.734375,http://fellrunner.org.uk/races.php?id=5022 
Tue 1st Aug 2017 at 18:30,Parwich Junior,Unknown,Unknown,Children's playground opposite Sycamore pub Parwich Derbys,England,Peak District,0.0,0,Children's playground opposite Sycamore pub Parwich Derbys,http://fellrunner.org.uk/races.php?id=5023 
Sat 9th Sep 2017 at 10:30,Longshaw Sheepdog Trials,9.7km / 6m,305m / 1001ft,Longshaw Lodge on Sheffield-Hathersage road,England,Peak District,6.0,305,Longshaw Lodge on Sheffield-Hathersage road,http://fellrunner.org.uk/races.php?id=5024 
Sat 19th Aug 2017 at 12:30,Rusland 5,7.8km / 4.8m,310m / 1017ft,Rusland Showfield Whitestock Meadow,England,Lake District,4.8,310,Rusland Showfield Whitestock Meadow,http://fellrunner.org.uk/races.php?id=5025 
Sat 11th Nov 2017 at 12:00,Dunnerdale,8km / 5m,550m / 1804ft,Blacksmiths Arms Broughton Mills,England,Lake District,5.0,550,Blacksmiths Arms Broughton Mills,http://fellrunner.org.uk/races.php?id=5026 
Sun 5th Mar 2017 at 11:30,Bluebell 1,7.6km / 4.7m,190m / 623ft,Bluebell Inn Farnah Green Belper DE56 2UP,England,Peak District,4.7,190,Bluebell Inn Farnah Green Belper DE56 2UP,http://fellrunner.org.uk/races.php?id=5027 
Sun 21st May 2017,Excalibur,42.2km / 26.2m,1676m / 5499ft,Moel Famau Car Park 173612,Wales,Wales,26.2,1676,Moel Famau Car Park 173612,http://fellrunner.org.uk/races.php?id=5028 
Tue 4th Jul 2017 at 19:15,Danefield Relay,Unknown,Unknown,Danefield Park East Chevin Rd Otley,England,York. Dales,0.0,0,53.893542 -1.671294,http://fellrunner.org.uk/races.php?id=5029 
Sat 9th Sep 2017 at 15:00,Castleton Junior,Unknown,Unknown,Castleton Showfield Castleton N Yorks,England,North York Moors,0.0,0,54.465476 -0.944702,http://fellrunner.org.uk/races.php?id=5030 
Wed 24th May 2017 at 19:00,Carraghan,4km / 2.5m,300m / 984ft,East Baldwin,England,Isle of Man,2.5,300,East Baldwin,http://fellrunner.org.uk/races.php?id=5031 
Sat 21st Jan 2017,'the Rucksack Club' Kinder Trial,18km / 11.2m,650m / 2133ft,Hayfield Scout Hut Swallow House Lane Hayfield SK22 2HF,England,Peak District,11.2,650,53.382553 -1.948845,http://fellrunner.org.uk/races.php?id=5032 
Mon 1st May 2017 at 11:30,Wray Caton Moor,11km / 6.8m,335m / 1099ft,Wray Lancaster LA2 8QF,England,Bowland/NW Lancs.,6.8,335,54.101860 -2.608612,http://fellrunner.org.uk/races.php?id=5033 
Wed 19th Jul 2017,Widdop Junior,Unknown,Unknown,Pack Horse Inn Widdop,England,South/West Pennines,0.0,0,Pack Horse Inn Widdop,http://fellrunner.org.uk/races.php?id=5034 
Sat 1st Jul 2017 at 14:00,Warslow Beer Festival,10km / 6.2m,533m / 1749ft,Warslow Village Hall Cheadle Road (B5053) Warslow Buxton Derbyshire SK17 0JJ,England,Peak District,6.2,533,Warslow Village Hall Cheadle Road (B5053) Warslow Buxton Derbyshire SK17 0JJ,http://fellrunner.org.uk/races.php?id=5035 
Wed 9th Aug 2017 at 19:15,Steel Fell,5km / 3.1m,400m / 1312ft,Steel End Farm Thirlmere,England,Lake District,3.1,400,Steel End Farm Thirlmere,http://fellrunner.org.uk/races.php?id=5036 
Wed 26th Jul 2017 at 19:00,Snaefell,8km / 5m,550m / 1804ft,Bungalow TT Course IOM,England,Isle of Man,5.0,550,Bungalow TT Course IOM,http://fellrunner.org.uk/races.php?id=5037 
Sun 20th Aug 2017 at 11:00,Sedbergh Hills,22.5km / 14m,1830m / 6004ft,People's Hall Howgill Lane Sedbergh,England,York. Dales,14.0,1830,People's Hall Howgill Lane Sedbergh,http://fellrunner.org.uk/races.php?id=5038 
Fri 17th Feb 2017 at 19:30,Mr Sparkle's Dark 'un,8.1km / 5m,214m / 702ft,Royal Hotel Tockholes Darwen BB3 0PA,England,South/West Pennines,5.0,214,Royal Hotel Tockholes Darwen BB3 0PA,http://fellrunner.org.uk/races.php?id=5039 
Wed 21st Jun 2017 at 19:15,Langstrath,7.5km / 4.7m,430m / 1411ft,Langstrath Hotel Stonethwaite Borrowdale CA12 5XG,England,Lake District,4.7,430,Langstrath Hotel Stonethwaite Borrowdale CA12 5XG,http://fellrunner.org.uk/races.php?id=5040 
Sun 11th Jun 2017 at 11:00,Knowl Hill,9.7km / 6m,396m / 1299ft,Brown Cow Norden Rochdale OL12 7RB,England,South/West Pennines,6.0,396,Brown Cow Norden Rochdale OL12 7RB,http://fellrunner.org.uk/races.php?id=5041 
Sun 3rd Dec 2017 at 11:00,Angus Tait Hexhamshire Hobble,16.8km / 10.4m,379m / 1243ft,Allendale Primary School Allendale Northumberland NE47 9PS,England,Northumberland / Durham,10.4,379,54.898479 -2.249463,http://fellrunner.org.uk/races.php?id=5042 
Sun 15th Oct 2017 at 11:00,Gormire Gamble,11km / 6.8m,430m / 1411ft,Sutton Bank Visitor Centre YO7 2EH,England,North York Moors,6.8,430,Sutton Bank Visitor Centre YO7 2EH,http://fellrunner.org.uk/races.php?id=5043 
Sun 21st May 2017 at 13:00,Glaramara,8km / 5m,700m / 2297ft,Glaramara Outdoor Centre Seatoller Borrowdale,England,Lake District,5.0,700,Glaramara Outdoor Centre Seatoller Borrowdale,http://fellrunner.org.uk/races.php?id=5044 
Mon 1st May 2017 at 10:30,Coiners Junior,Unknown,Unknown,Mytholmroyd Community Centre HX7 5DY,England,South/West Pennines,0.0,0,53.729511 -1.984807,http://fellrunner.org.uk/races.php?id=5045 
Thu 6th Jul 2017 at 19:30,Bull Hill,8.8km / 5.5m,335m / 1099ft,Red Lion Pub Hawkshaw Bury,England,South/West Pennines,5.5,335,Red Lion Pub Hawkshaw Bury,http://fellrunner.org.uk/races.php?id=5046 
Sat 5th Aug 2017 at 11:00,Borrowdale,27km / 16.8m,2000m / 6562ft,Rosthwaite village Borrowdale,England,Lake District,16.8,2000,Rosthwaite village Borrowdale,http://fellrunner.org.uk/races.php?id=5047 
Sat 27th May 2017 at 11:00,Allendale Fair,12.1km / 7.5m,224m / 735ft,Allendale Primary School Sports Hall Allendale Northumberland NE47 9PS,England,Northumberland / Durham,7.5,224,Allendale Primary School Sports Hall Allendale Northumberland NE47 9PS,http://fellrunner.org.uk/races.php?id=5048 
Wed 2nd Aug 2017,Ponderosa,6.4km / 4m,289m / 948ft,Ponderosa Cafe Horseshoe Pass Llangollen 193481,Wales,Wales,4.0,289,Ponderosa Cafe Horseshoe Pass Llangollen 193481,http://fellrunner.org.uk/races.php?id=5049 
Sun 10th Sep 2017,Cyrn-y-brain,11.25km / 7m,365m / 1197ft,Ponderosa Cafe Horseshoe Pass Llangollen 193481,Wales,Wales,7.0,365,Ponderosa Cafe Horseshoe Pass Llangollen 193481,http://fellrunner.org.uk/races.php?id=5050 
Sat 11th Feb 2017,Moel Y Ci,8km / 5m,390m / 1280ft,Moelyci Environmental Centre Tregarth Bangor LL57 4BB SH593678,Wales,Wales,5.0,390,53.188643 -4.107269,http://fellrunner.org.uk/races.php?id=5051 
Sun 25th Jun 2017,Moel-y-gamelin,16km / 9.9m,880m / 2887ft,Ponderosa Cafe Horseshoe Pass Llangollen 193481,Wales,Wales,9.9,880,Ponderosa Cafe Horseshoe Pass Llangollen 193481,http://fellrunner.org.uk/races.php?id=5052 
Sat 23rd Sep 2017 at 10:00,Nine Edges Endurance,32.8km / 20.4m,893m / 2930ft,Fairholmes carpark Ladybower,England,Peak District,20.4,893,53.400262 -1.741275,http://fellrunner.org.uk/races.php?id=5053 
Sun 14th May 2017 at 10:00,South Mynd Tour,23km / 14.3m,1270m / 4167ft,Little Stretton see website for details,England,Shropshire/Welsh Borders,14.3,1270,Little Stretton see website for details,http://fellrunner.org.uk/races.php?id=5054 
Sun 26th Feb 2017 at 11:30,Hoppits Hill,5.6km / 3.5m,250m / 820ft,Lower Hopton Cricket Club,England,Peak District,3.5,250,53.662571 -1.679144,http://fellrunner.org.uk/races.php?id=5055 
Wed 24th May 2017 at 19:30,Batch Bash,4.8km / 3m,305m / 1001ft,Yew Tree Inn All Stretton SY6 6HG,England,Shropshire/Welsh Borders,3.0,305,Yew Tree Inn All Stretton SY6 6HG,http://fellrunner.org.uk/races.php?id=5056 
Thu 29th Jun 2017 at 19:30,Winster,6.49km / 4m,177m / 581ft,Market House Winster DE4 2DS,England,Peak District,4.0,177,Market House Winster DE4 2DS,http://fellrunner.org.uk/races.php?id=5057 
Wed 19th Jul 2017 at 19:15,Widdop,11.3km / 7m,366m / 1201ft,Packhorse Inn (The Ridge) Widdop,England,South/West Pennines,7.0,366,Packhorse Inn (The Ridge) Widdop,http://fellrunner.org.uk/races.php?id=5058 
Tue 26th Dec 2017 at 11:30,Whinberry Naze,6.4km / 4m,229m / 751ft,Marl Pits Sports Centre Newchurch Road Rawtenstall,England,South/West Pennines,4.0,229,Marl Pits Sports Centre Newchurch Road Rawtenstall,http://fellrunner.org.uk/races.php?id=5059 
Sun 1st Jan 2017 at 13:30,St Johns,5km / 3.1m,275m / 902ft,St Johns Football Club IOM,England,Isle of Man,3.1,275,St Johns Football Club IOM,http://fellrunner.org.uk/races.php?id=5060 
Sat 18th Nov 2017 at 14:00,Harriers V Cyclists,8.5km / 5.3m,288m / 945ft,Bradford & Bingley Sports Club Wagon Ln Bingley,England,South/West Pennines,5.3,288,53.841732 -1.823673,http://fellrunner.org.uk/races.php?id=5061 
Wed 9th Aug 2017 at 19:30,Eccles Pike,5.4km / 3.4m,305m / 1001ft,Navigation Inn Bugsworth Canal Basin Buxworth SK23 7NE,England,Peak District,3.4,305,Navigation Inn Bugsworth Canal Basin Buxworth SK23 7NE,http://fellrunner.org.uk/races.php?id=5062 
Sat 29th Jul 2017 at 14:30,Turnslack,12.9km / 8m,610m / 2001ft,Calderbrook Church Calderbrook Rd Summit,England,South/West Pennines,8.0,610,Calderbrook Church Calderbrook Rd Summit,http://fellrunner.org.uk/races.php?id=5063 
Sat 21st Oct 2017 at 13:30,Slieuwhallian,5km / 3.1m,156m / 512ft,St Johns,England,Isle of Man,3.1,156,St Johns,http://fellrunner.org.uk/races.php?id=5064 
Sun 12th Nov 2017 at 10:30,Roaches,24.1km / 15m,1128m / 3701ft,Village Hall Meerbrook Leek,England,Peak District,15.0,1128,Village Hall Meerbrook Leek,http://fellrunner.org.uk/races.php?id=5065 
Sat 24th Jun 2017 at 15:00,James Blakeley,5km / 3.1m,180m / 591ft,Harden Moss Sheepdog Trials Greenfield Rd Holmfirth HD9 3XF,England,Peak District,3.1,180,Harden Moss Sheepdog Trials Greenfield Rd Holmfirth HD9 3XF,http://fellrunner.org.uk/races.php?id=5066 
Sun 26th Mar 2017 at 10:00,Ellan Vannin,20km / 12.4m,1002m / 3287ft,Ballaugh Plantation IOM,England,Isle of Man,12.4,1002,Ballaugh Plantation IOM,http://fellrunner.org.uk/races.php?id=5067 
Sat 9th Dec 2017 at 13:00,Eairy Beg,4.5km / 2.8m,150m / 492ft,Eairy Beg Plantation Glen Helen,England,Isle of Man,2.8,150,Eairy Beg Plantation Glen Helen,http://fellrunner.org.uk/races.php?id=5068 
Sat 18th Nov 2017 at 13:30,Cringle Hill,3km / 1.9m,75m / 246ft,Cringle Plantation Entrance IOM,England,Isle of Man,1.9,75,Cringle Plantation Entrance IOM,http://fellrunner.org.uk/races.php?id=5069 
Wed 17th May 2017 at 19:30,Blackstone Edge,5.6km / 3.5m,366m / 1201ft,Knowl Farm Lydgate Hamlet Blackstone Edge Old Rd Littleborough OL15 0LL,England,South/West Pennines,3.5,366,Knowl Farm Lydgate Hamlet Blackstone Edge Old Rd Littleborough OL15 0LL,http://fellrunner.org.uk/races.php?id=5070 
Wed 16th Aug 2017 at 19:00,Killer Mile,1.6km / 1m,180m / 591ft,Lezayre Church Church Hall Lane IM7 2AL,England,Isle of Man,1.0,180,Lezayre Church Church Hall Lane IM7 2AL,http://fellrunner.org.uk/races.php?id=5071 
Sat 9th Sep 2017 at 13:30,Hodder Valley Show,6.4km / 4m,470m / 1542ft,Dunsop Bridge Show Field BB7 3BG,England,Bowland/NW Lancs.,4.0,470,Dunsop Bridge Show Field BB7 3BG,http://fellrunner.org.uk/races.php?id=5072 
Thu 15th Jun 2017 at 19:30,Grindleford,7.2km / 4.5m,152m / 499ft,Bishop's Pavilion Grindleford S32 2JX,England,Peak District,4.5,152,Bishop's Pavilion Grindleford S32 2JX,http://fellrunner.org.uk/races.php?id=5073 
Wed 17th May 2017 at 19:00,Fox & Hounds,14.5km / 9m,457m / 1499ft,Fox & Hounds Ainthorpe Castleton Whitby,England,North York Moors,9.0,457,Fox & Hounds Ainthorpe Castleton Whitby,http://fellrunner.org.uk/races.php?id=5074 
Sun 4th Jun 2017 at 10:30,Edenfield,10.3km / 6.4m,477m / 1565ft,Edenfield Cricket Club Gincroft Lane BL0 0JW,England,South/West Pennines,6.4,477,Edenfield Cricket Club Gincroft Lane BL0 0JW,http://fellrunner.org.uk/races.php?id=5075 
Sat 1st Jul 2017 at 13:00,Blackfell,14km / 8.7m,700m / 2297ft,Kettlewell BD23 5QX,England,York. Dales,8.7,700,54.146532 -2.047427,http://fellrunner.org.uk/races.php?id=5076 
Thu 27th Jul 2017 at 12:05,Heart Of The Lakes Rydal Round,14.5km / 9m,915m / 3002ft,Rydal Park Ambleside,England,Lake District,9.0,915,Rydal Park Ambleside,http://fellrunner.org.uk/races.php?id=5077 
